CHR_promoter	startPOS_promoter	endPOS_promoter	source_promoter	CHR_mir	startPOS_mir	endPOS_mir	kind_mir	score_mir	strand_mir	annotation_mir
chr7	72160374	72162949	miRBase_v22_upstream_2k5	chr7	72162874	72162949	miRNA_primary_transcript	1	+	ID=MI0017278;Alias=MI0017278;Name=hsa-mir-4650-2
chr7	73125574	73126067	Chesi, A. et al.	chr7	73125647	73125727	miRNA_primary_transcript	1	+	ID=MI0015893;Alias=MI0015893;Name=hsa-mir-4284
chr7	73604160	73605905	Chesi, A. et al.	chr7	73605528	73605624	miRNA_primary_transcript	1	+	ID=MI0003602;Alias=MI0003602;Name=hsa-mir-590
chr7	74007795	74010353	miRBase_v22_upstream_2k5	chr7	74010295	74010353	miRNA_primary_transcript	1	+	ID=MI0033672;Alias=MI0033672;Name=hsa-mir-10525
chr7	75544144	75544707	Chesi, A. et al.	chr7	75544515	75544587	miRNA_primary_transcript	1	+	ID=MI0017279;Alias=MI0017279;Name=hsa-mir-4651
chr7	91830829	91833412	miRBase_v22_upstream_2k5	chr7	91833329	91833412	miRNA_primary_transcript	1	-	ID=MI0006346;Alias=MI0006346;Name=hsa-mir-1285-1
chr7	93111674	93113938	Chesi, A. et al.	chr7	93112072	93112167	miRNA_primary_transcript	1	-	ID=MI0003674;Alias=MI0003674;Name=hsa-mir-653
chr7	93111674	93113938	Chesi, A. et al.	chr7	93113248	93113331	miRNA_primary_transcript	1	-	ID=MI0003124;Alias=MI0003124;Name=hsa-mir-489
chr7	93346030	93346731	Chesi, A. et al.	chr7	93346240	93346317	miRNA_primary_transcript	1	+	ID=MI0017280;Alias=MI0017280;Name=hsa-mir-4652
chr7	95847688	95849093	Chesi, A. et al.	chr7	95848974	95849068	miRNA_primary_transcript	1	-	ID=MI0003603;Alias=MI0003603;Name=hsa-mir-591
chr7	97599174	97601755	miRGen_v3_TSS_2k5	chr7	97592970	97593038	miRNA_primary_transcript	1	+	ID=MI0019297;Alias=MI0019297;Name=hsa-mir-5692a-1
chr7	97599174	97601755	miRGen_v3_TSS_2k5	chr7	97593717	97593793	miRNA_primary_transcript	1	-	ID=MI0019289;Alias=MI0019289;Name=hsa-mir-5692c-2
chr7	98479145	98479497	Chesi, A. et al.	chr7	98479273	98479352	miRNA_primary_transcript	1	+	ID=MI0015999;Alias=MI0015999;Name=hsa-mir-3609
chr7	99004295	99006887	miRBase_v22_upstream_2k5	chr7	99006795	99006887	miRNA_primary_transcript	1	+	ID=MI0039721;Alias=MI0039721;Name=hsa-mir-12119
chr7	99690566	99691517	Chesi, A. et al.	chr7	99691183	99691266	miRNA_primary_transcript	1	-	ID=MI0000082;Alias=MI0000082;Name=hsa-mir-25
chr7	99690566	99691517	Chesi, A. et al.	chr7	99691391	99691470	miRNA_primary_transcript	1	-	ID=MI0000095;Alias=MI0000095;Name=hsa-mir-93
chr7	99691517	99692241	Chesi, A. et al.	chr7	99691616	99691697	miRNA_primary_transcript	1	-	ID=MI0000734;Alias=MI0000734;Name=hsa-mir-106b
chr7	99754243	99755302	Chesi, A. et al.	chr7	99754228	99754292	miRNA_primary_transcript	1	-	ID=MI0017286;Alias=MI0017286;Name=hsa-mir-4658
chr7	99931192	99933773	miRGen_v3_TSS_2k5	chr7	99954274	99954344	miRNA_primary_transcript	1	+	ID=MI0022686;Alias=MI0022686;Name=hsa-mir-6840
chr7	100465643	100465918	Chesi, A. et al.	chr7	100465658	100465729	miRNA_primary_transcript	1	+	ID=MI0022722;Alias=MI0022722;Name=hsa-mir-6875
chr7	100802134	100803461	Chesi, A. et al.	chr7	100802754	100802836	miRNA_primary_transcript	1	+	ID=MI0017281;Alias=MI0017281;Name=hsa-mir-4653
chr7	101935754	101937122	Chesi, A. et al.	chr7	101936369	101936453	miRNA_primary_transcript	1	+	ID=MI0015891;Alias=MI0015891;Name=hsa-mir-4285
chr7	102046262	102046577	Chesi, A. et al.	chr7	102046189	102046302	miRNA_primary_transcript	1	-	ID=MI0006402;Alias=MI0006402;Name=hsa-mir-548o
chr7	102106083	102106924	Chesi, A. et al.	chr7	102106189	102106273	miRNA_primary_transcript	1	+	ID=MI0017979;Alias=MI0017979;Name=hsa-mir-5090
chr7	102111751	102112835	Chesi, A. et al.	chr7	102111916	102111978	miRNA_primary_transcript	1	+	ID=MI0016818;Alias=MI0016818;Name=hsa-mir-4467
chr7	114293082	114293959	Chesi, A. et al.	chr7	114293400	114293510	miRNA_primary_transcript	1	+	ID=MI0016067;Alias=MI0016067;Name=hsa-mir-3666
chr7	116659858	116660694	Chesi, A. et al.	chr7	116660265	116660373	miRNA_primary_transcript	1	+	ID=MI0021277;Alias=MI0021277;Name=hsa-mir-6132
chr7	126696530	126698392	Chesi, A. et al.	chr7	126698142	126698238	miRNA_primary_transcript	1	-	ID=MI0003604;Alias=MI0003604;Name=hsa-mir-592
chr7	127721509	127722335	Chesi, A. et al.	chr7	127721913	127722012	miRNA_primary_transcript	1	+	ID=MI0003605;Alias=MI0003605;Name=hsa-mir-593
chr7	127846494	127847925	Chesi, A. et al.	chr7	127847925	127847996	miRNA_primary_transcript	1	+	ID=MI0000252;Alias=MI0000252;Name=hsa-mir-129-1
chr7	129410269	129410610	Chesi, A. et al.	chr7	129410223	129410332	miRNA_primary_transcript	1	-	ID=MI0000272;Alias=MI0000272;Name=hsa-mir-182
chr7	129414387	129414749	Chesi, A. et al.	chr7	129414532	129414609	miRNA_primary_transcript	1	-	ID=MI0000098;Alias=MI0000098;Name=hsa-mir-96
chr7	129414749	129414997	Chesi, A. et al.	chr7	129414745	129414854	miRNA_primary_transcript	1	-	ID=MI0000273;Alias=MI0000273;Name=hsa-mir-183
chr7	130134216	130136641	Chesi, A. et al.	chr7	130135952	130136045	miRNA_primary_transcript	1	+	ID=MI0000816;Alias=MI0000816;Name=hsa-mir-335
chr7	130560953	130562025	Chesi, A. et al.	chr7	130561506	130561569	miRNA_primary_transcript	1	-	ID=MI0000087;Alias=MI0000087;Name=hsa-mir-29a
chr7	130792252	130794833	miRGen_v3_TSS_2k5	chr7	130562218	130562298	miRNA_primary_transcript	1	-	ID=MI0000105;Alias=MI0000105;Name=hsa-mir-29b-1
chr11	62327254	62328653	Chesi, A. et al.	chr7	132719620	132719675	miRNA_primary_transcript	1	-	ID=MI0016054;Alias=MI0016054;Name=hsa-mir-3654
chr7	132973341	132975000	Chesi, A. et al.	chr7	132975635	132975742	miRNA_primary_transcript	1	+	ID=MI0021278;Alias=MI0021278;Name=hsa-mir-6133
chr7	134891315	134891940	Chesi, A. et al.	chr7	134891746	134891830	miRNA_primary_transcript	1	-	ID=MI0022221;Alias=MI0022221;Name=hsa-mir-6509
chr7	136586950	136587896	Chesi, A. et al.	chr7	136587914	136588041	miRNA_primary_transcript	1	+	ID=MI0003125;Alias=MI0003125;Name=hsa-mir-490
chr7	137807649	137808619	Chesi, A. et al.	chr7	137808504	137808567	miRNA_primary_transcript	1	+	ID=MI0016819;Alias=MI0016819;Name=hsa-mir-4468
chr7	138726346	138728903	miRBase_v22_upstream_2k5	chr7	138728846	138728903	miRNA_primary_transcript	1	-	ID=MI0033423;Alias=MI0033423;Name=hsa-mir-10399
chr7	142154841	142157417	miRBase_v22_upstream_2k5	chr7	142157341	142157417	miRNA_primary_transcript	1	-	ID=MI0036559;Alias=MI0036559;Name=hsa-mir-11400
chr7	143079760	143080251	Chesi, A. et al.	chr7	143079779	143079893	miRNA_primary_transcript	1	+	ID=MI0022739;Alias=MI0022739;Name=hsa-mir-6892
chr7	147072609	147075213	miRBase_v22_upstream_2k5	chr7	147075109	147075213	miRNA_primary_transcript	1	-	ID=MI0006377;Alias=MI0006377;Name=hsa-mir-548f-4
chr7	150935348	150936239	Chesi, A. et al.	chr7	150935507	150935624	miRNA_primary_transcript	1	+	ID=MI0003760;Alias=MI0003760;Name=hsa-mir-671
chr7	151129665	151131179	Chesi, A. et al.	chr7	151130575	151130725	miRNA_primary_transcript	1	-	ID=MI0016410;Alias=MI0016410;Name=hsa-mir-3907
chr7	157367040	157368090	Chesi, A. et al.	chr7	157367028	157367114	miRNA_primary_transcript	1	-	ID=MI0000464;Alias=MI0000464;Name=hsa-mir-153-2
chr7	158325264	158325959	Chesi, A. et al.	chr7	158325410	158325505	miRNA_primary_transcript	1	-	ID=MI0003607;Alias=MI0003607;Name=hsa-mir-595
chr7	158384037	158384793	Chesi, A. et al.	chr7	158384308	158384388	miRNA_primary_transcript	1	+	ID=MI0019315;Alias=MI0019315;Name=hsa-mir-5707
chr8	1749032	1749364	Chesi, A. et al.	chr8	1749291	1749358	miRNA_primary_transcript	1	+	ID=MI0016075;Alias=MI0016075;Name=hsa-mir-3674
chr8	1765370	1766592	Chesi, A. et al.	chr8	1765397	1765473	miRNA_primary_transcript	1	+	ID=MI0003608;Alias=MI0003608;Name=hsa-mir-596
chr8	2023963	2025183	Chesi, A. et al.	chr8	2024669	2024720	miRNA_primary_transcript	1	+	ID=MI0023621;Alias=MI0023621;Name=hsa-mir-7160
chr8	6479648	6479822	Chesi, A. et al.	chr8	6479645	6479741	miRNA_primary_transcript	1	-	ID=MI0025891;Alias=MI0025891;Name=hsa-mir-8055
chr8	6602437	6604679	Chesi, A. et al.	chr8	6602685	6602765	miRNA_primary_transcript	1	+	ID=MI0017287;Alias=MI0017287;Name=hsa-mir-4659a
chr8	6602437	6604679	Chesi, A. et al.	chr8	6602689	6602761	miRNA_primary_transcript	1	-	ID=MI0017291;Alias=MI0017291;Name=hsa-mir-4659b
chr8	7943963	7946611	miRBase_v22_upstream_2k5	chr8	7946463	7946611	miRNA_primary_transcript	1	-	ID=MI0006423;Alias=MI0006423;Name=hsa-mir-548i-3
chr8	8905755	8906179	Chesi, A. et al.	chr8	8905955	8906028	miRNA_primary_transcript	1	+	ID=MI0017288;Alias=MI0017288;Name=hsa-mir-4660
chr8	9599160	9599554	Chesi, A. et al.	chr8	9599182	9599278	miRNA_primary_transcript	1	+	ID=MI0003609;Alias=MI0003609;Name=hsa-mir-597
chr8	9760651	9762093	Chesi, A. et al.	chr8	9760898	9760982	miRNA_primary_transcript	1	-	ID=MI0000443;Alias=MI0000443;Name=hsa-mir-124-1
chr8	10524341	10524698	Chesi, A. et al.	chr8	10524488	10524580	miRNA_primary_transcript	1	+	ID=MI0015894;Alias=MI0015894;Name=hsa-mir-4286
chr8	10682328	10683013	Chesi, A. et al.	chr8	10682883	10682953	miRNA_primary_transcript	1	-	ID=MI0006653;Alias=MI0006653;Name=hsa-mir-1322
chr8	10891770	10892780	Chesi, A. et al.	chr8	10892716	10892812	miRNA_primary_transcript	1	-	ID=MI0003610;Alias=MI0003610;Name=hsa-mir-598
chr8	12574141	12576699	miRBase_v22_upstream_2k5	chr8	12576641	12576699	miRNA_primary_transcript	1	+	ID=MI0019298;Alias=MI0019298;Name=hsa-mir-5692a-2
chr8	12584116	12585618	Chesi, A. et al.	chr8	12584741	12584813	miRNA_primary_transcript	1	-	ID=MI0016434;Alias=MI0016434;Name=hsa-mir-3926-1
chr8	12584116	12585618	Chesi, A. et al.	chr8	12584746	12584808	miRNA_primary_transcript	1	+	ID=MI0016437;Alias=MI0016437;Name=hsa-mir-3926-2
chr8	14711008	14711442	Chesi, A. et al.	chr8	14710947	14711019	miRNA_primary_transcript	1	-	ID=MI0000791;Alias=MI0000791;Name=hsa-mir-383
chr8	17536587	17539166	miRBase_v22_upstream_2k5	chr8	17539087	17539166	miRNA_primary_transcript	1	-	ID=MI0014174;Alias=MI0014174;Name=hsa-mir-548v
chr8	22102398	22102932	Chesi, A. et al.	chr8	22102479	22102550	miRNA_primary_transcript	1	-	ID=MI0000542;Alias=MI0000542;Name=hsa-mir-320a
chr8	24811213	24811430	Chesi, A. et al.	chr8	24811310	24811381	miRNA_primary_transcript	1	-	ID=MI0022687;Alias=MI0022687;Name=hsa-mir-6841
chr8	25202454	25203360	Chesi, A. et al.	chr8	25202918	25202990	miRNA_primary_transcript	1	+	ID=MI0022723;Alias=MI0022723;Name=hsa-mir-6876
chr8	26903870	26906480	miRBase_v22_upstream_2k5	chr8	26906370	26906480	miRNA_primary_transcript	1	-	ID=MI0006414;Alias=MI0006414;Name=hsa-mir-548h-4
chr8	27290581	27291637	Chesi, A. et al.	chr8	27290887	27290951	miRNA_primary_transcript	1	+	ID=MI0022688;Alias=MI0022688;Name=hsa-mir-6842
chr8	27467592	27468477	Chesi, A. et al.	chr8	27468118	27468268	miRNA_primary_transcript	1	-	ID=MI0022689;Alias=MI0022689;Name=hsa-mir-6843
chr8	27559183	27559306	Chesi, A. et al.	chr8	27559190	27559284	miRNA_primary_transcript	1	-	ID=MI0016014;Alias=MI0016014;Name=hsa-mir-3622b
chr8	27559183	27559306	Chesi, A. et al.	chr8	27559194	27559276	miRNA_primary_transcript	1	+	ID=MI0016013;Alias=MI0016013;Name=hsa-mir-3622a
chr8	27743589	27743730	Chesi, A. et al.	chr8	27743556	27743633	miRNA_primary_transcript	1	-	ID=MI0015895;Alias=MI0015895;Name=hsa-mir-4287
chr8	28362117	28362708	Chesi, A. et al.	chr8	28362633	28362699	miRNA_primary_transcript	1	-	ID=MI0015896;Alias=MI0015896;Name=hsa-mir-4288
chr8	29814473	29815170	Chesi, A. et al.	chr8	29814788	29814864	miRNA_primary_transcript	1	-	ID=MI0014175;Alias=MI0014175;Name=hsa-mir-3148
chr5	92922364	92923459	Chesi, A. et al.	chr8	41128567	41128662	miRNA_primary_transcript	1	-	ID=MI0017871;Alias=MI0017871;Name=hsa-mir-548ao
chr8	41517726	41518041	Chesi, A. et al.	chr8	41517959	41518026	miRNA_primary_transcript	1	-	ID=MI0002470;Alias=MI0002470;Name=hsa-mir-486-1
chr8	41517726	41518041	Chesi, A. et al.	chr8	41517962	41518025	miRNA_primary_transcript	1	+	ID=MI0023622;Alias=MI0023622;Name=hsa-mir-486-2
chr8	42751213	42752157	Chesi, A. et al.	chr8	42751340	42751418	miRNA_primary_transcript	1	-	ID=MI0016820;Alias=MI0016820;Name=hsa-mir-4469
chr8	62626801	62627593	Chesi, A. et al.	chr8	62627347	62627418	miRNA_primary_transcript	1	+	ID=MI0016821;Alias=MI0016821;Name=hsa-mir-4470
chr8	65292254	65293740	Chesi, A. et al.	chr8	65291706	65291814	miRNA_primary_transcript	1	+	ID=MI0000444;Alias=MI0000444;Name=hsa-mir-124-2
chr8	75460745	75461397	Chesi, A. et al.	chr8	75460778	75460852	miRNA_primary_transcript	1	+	ID=MI0019281;Alias=MI0019281;Name=hsa-mir-5681a
chr8	75460745	75461397	Chesi, A. et al.	chr8	75460785	75460844	miRNA_primary_transcript	1	-	ID=MI0019293;Alias=MI0019293;Name=hsa-mir-5681b
chr8	75617776	75618381	Chesi, A. et al.	chr8	75617928	75617982	miRNA_primary_transcript	1	+	ID=MI0010486;Alias=MI0010486;Name=hsa-mir-2052
chr8	77877286	77881423	Chesi, A. et al.	chr8	77879004	77879086	miRNA_primary_transcript	1	-	ID=MI0014176;Alias=MI0014176;Name=hsa-mir-3149
chr8	80241923	80244509	miRBase_v22_upstream_2k5	chr8	80244423	80244509	miRNA_primary_transcript	1	+	ID=MI0039725;Alias=MI0039725;Name=hsa-mir-12123
chr8	81151124	81153708	miRBase_v22_upstream_2k5	chr8	81153624	81153708	miRNA_primary_transcript	1	+	ID=MI0019316;Alias=MI0019316;Name=hsa-mir-5708
chr8	92216987	92217734	Chesi, A. et al.	chr8	92217713	92217787	miRNA_primary_transcript	1	+	ID=MI0017289;Alias=MI0017289;Name=hsa-mir-4661
chr8	94041899	94042342	Chesi, A. et al.	chr8	94041979	94042067	miRNA_primary_transcript	1	+	ID=MI0025920;Alias=MI0025920;Name=hsa-mir-8084
chr8	94926325	94928906	miRGen_v3_TSS_2k5	chr8	94928250	94928347	miRNA_primary_transcript	1	-	ID=MI0003840;Alias=MI0003840;Name=hsa-mir-378d-2
chr8	96085196	96085899	Chesi, A. et al.	chr8	96085139	96085224	miRNA_primary_transcript	1	-	ID=MI0016426;Alias=MI0016426;Name=hsa-mir-3150b
chr8	96084933	96085162	Chesi, A. et al.	chr8	96085142	96085221	miRNA_primary_transcript	1	+	ID=MI0014177;Alias=MI0014177;Name=hsa-mir-3150a
chr8	99403373	99405966	miRBase_v22_upstream_2k5	chr8	99405873	99405966	miRNA_primary_transcript	1	-	ID=MI0031831;Alias=MI0031831;Name=hsa-mir-9903
chr8	100548240	100549889	Chesi, A. et al.	chr8	100548864	100548958	miRNA_primary_transcript	1	-	ID=MI0003611;Alias=MI0003611;Name=hsa-mir-599
chr8	100548240	100549889	Chesi, A. et al.	chr8	100549014	100549089	miRNA_primary_transcript	1	-	ID=MI0005541;Alias=MI0005541;Name=hsa-mir-875
chr8	101394911	101395229	Chesi, A. et al.	chr8	101394991	101395073	miRNA_primary_transcript	1	+	ID=MI0016822;Alias=MI0016822;Name=hsa-mir-4471
chr8	101714914	101715580	Chesi, A. et al.	chr8	101715196	101715252	miRNA_primary_transcript	1	-	ID=MI0025241;Alias=MI0025241;Name=hsa-mir-7705
chr8	103136023	103138516	Chesi, A. et al.	chr8	103137660	103137743	miRNA_primary_transcript	1	+	ID=MI0019280;Alias=MI0019280;Name=hsa-mir-5680
chr8	104166723	104166863	Chesi, A. et al.	chr8	104166842	104166917	miRNA_primary_transcript	1	+	ID=MI0014178;Alias=MI0014178;Name=hsa-mir-3151
chr8	105494097	105496693	miRBase_v22_upstream_2k5	chr8	105496597	105496693	miRNA_primary_transcript	1	-	ID=MI0003612;Alias=MI0003612;Name=hsa-mir-548a-3
chr8	113655303	113656361	Chesi, A. et al.	chr8	113655722	113655812	miRNA_primary_transcript	1	+	ID=MI0010487;Alias=MI0010487;Name=hsa-mir-2053
chr8	117886582	117887660	Chesi, A. et al.	chr8	117886967	117887039	miRNA_primary_transcript	1	-	ID=MI0016000;Alias=MI0016000;Name=hsa-mir-3610
chr14	64926587	64927271	Chesi, A. et al.	chr8	120337411	120337505	miRNA_primary_transcript	1	+	ID=MI0022212;Alias=MI0022212;Name=hsa-mir-548az
chr8	124227013	124228136	Chesi, A. et al.	chr8	124228028	124228103	miRNA_primary_transcript	1	-	ID=MI0017292;Alias=MI0017292;Name=hsa-mir-4663
chr8	124357774	124360370	miRBase_v22_upstream_2k5	chr8	124360274	124360370	miRNA_primary_transcript	1	+	ID=MI0016689;Alias=MI0016689;Name=hsa-mir-548aa-1
chr8	124357774	124360370	miRBase_v22_upstream_2k5	chr8	124360274	124360370	miRNA_primary_transcript	1	-	ID=MI0003668;Alias=MI0003668;Name=hsa-mir-548d-1
chr8	125520731	125521496	Chesi, A. et al.	chr8	125520756	125520817	miRNA_primary_transcript	1	-	ID=MI0022690;Alias=MI0022690;Name=hsa-mir-6844
chr8	125834100	125834965	Chesi, A. et al.	chr8	125834220	125834300	miRNA_primary_transcript	1	-	ID=MI0017293;Alias=MI0017293;Name=hsa-mir-4662b
chr8	125834100	125834965	Chesi, A. et al.	chr8	125834227	125834293	miRNA_primary_transcript	1	+	ID=MI0017290;Alias=MI0017290;Name=hsa-mir-4662a
chr8	128808081	128808635	Chesi, A. et al.	chr8	128808208	128808274	miRNA_primary_transcript	1	+	ID=MI0006337;Alias=MI0006337;Name=hsa-mir-1204
chr8	128972797	128973387	Chesi, A. et al.	chr8	128972879	128972941	miRNA_primary_transcript	1	+	ID=MI0006338;Alias=MI0006338;Name=hsa-mir-1205
chr8	129020449	129021866	Chesi, A. et al.	chr8	129021144	129021202	miRNA_primary_transcript	1	+	ID=MI0006339;Alias=MI0006339;Name=hsa-mir-1206
chr8	129060951	129062125	Chesi, A. et al.	chr8	129061398	129061484	miRNA_primary_transcript	1	+	ID=MI0006340;Alias=MI0006340;Name=hsa-mir-1207
chr8	129162252	129163381	Chesi, A. et al.	chr8	129162362	129162434	miRNA_primary_transcript	1	+	ID=MI0006341;Alias=MI0006341;Name=hsa-mir-1208
chr8	130496355	130496489	Chesi, A. et al.	chr8	130496303	130496388	miRNA_primary_transcript	1	-	ID=MI0016087;Alias=MI0016087;Name=hsa-mir-3686
chr8	131020405	131020788	Chesi, A. et al.	chr8	131020580	131020699	miRNA_primary_transcript	1	-	ID=MI0018173;Alias=MI0018173;Name=hsa-mir-5194
chr8	134058535	134058993	Chesi, A. et al.	chr8	134058726	134058826	miRNA_primary_transcript	1	-	ID=MI0025518;Alias=MI0025518;Name=hsa-mir-7848
chr8	135812605	135813484	Chesi, A. et al.	chr8	135812763	135812850	miRNA_primary_transcript	1	-	ID=MI0000441;Alias=MI0000441;Name=hsa-mir-30b
chr8	135816390	135817547	Chesi, A. et al.	chr8	135817119	135817188	miRNA_primary_transcript	1	-	ID=MI0000255;Alias=MI0000255;Name=hsa-mir-30d
chr8	141740163	141742752	miRBase_v22_upstream_2k5	chr8	141742663	141742752	miRNA_primary_transcript	1	-	ID=MI0000809;Alias=MI0000809;Name=hsa-mir-151a
chr8	142867481	142868470	Chesi, A. et al.	chr8	142867603	142867674	miRNA_primary_transcript	1	-	ID=MI0006368;Alias=MI0006368;Name=hsa-mir-1302-7
chr8	143257088	143257845	Chesi, A. et al.	chr8	143257700	143257779	miRNA_primary_transcript	1	+	ID=MI0016823;Alias=MI0016823;Name=hsa-mir-4472-1
chr8	144815158	144815445	Chesi, A. et al.	chr8	144815253	144815323	miRNA_primary_transcript	1	-	ID=MI0017294;Alias=MI0017294;Name=hsa-mir-4664
chr8	144894884	144895401	Chesi, A. et al.	chr8	144895127	144895212	miRNA_primary_transcript	1	-	ID=MI0005759;Alias=MI0005759;Name=hsa-mir-937
chr8	144919079	144920187	Chesi, A. et al.	chr8	144919928	144919988	miRNA_primary_transcript	1	-	ID=MI0022691;Alias=MI0022691;Name=hsa-mir-6845
chr8	145018822	145019459	Chesi, A. et al.	chr8	145019359	145019447	miRNA_primary_transcript	1	-	ID=MI0003669;Alias=MI0003669;Name=hsa-mir-661
chr8	145112073	145112743	Chesi, A. et al.	chr8	145112224	145112283	miRNA_primary_transcript	1	-	ID=MI0022692;Alias=MI0022692;Name=hsa-mir-6846
chr8	145134526	145134844	Chesi, A. et al.	chr8	145134777	145134845	miRNA_primary_transcript	1	+	ID=MI0022693;Alias=MI0022693;Name=hsa-mir-6847
chr8	145315076	145317640	miRBase_v22_upstream_2k5	chr8	145317576	145317640	miRNA_primary_transcript	1	-	ID=MI0022963;Alias=MI0022963;Name=hsa-mir-7112
chr8	145540939	145541452	Chesi, A. et al.	chr8	145540909	145540978	miRNA_primary_transcript	1	-	ID=MI0022694;Alias=MI0022694;Name=hsa-mir-6848
chr6	167410117	167412698	miRGen_v3_TSS_2k5	chr8	145619364	145619445	miRNA_primary_transcript	1	-	ID=MI0005761;Alias=MI0005761;Name=hsa-mir-939
chr8	145625452	145627483	Chesi, A. et al.	chr8	145625671	145625739	miRNA_primary_transcript	1	-	ID=MI0022695;Alias=MI0022695;Name=hsa-mir-6849
chr8	145660884	145661798	Chesi, A. et al.	chr8	145660934	145661002	miRNA_primary_transcript	1	-	ID=MI0022740;Alias=MI0022740;Name=hsa-mir-6893
chr8	145685368	145687922	miRBase_v22_upstream_2k5	chr8	145687868	145687922	miRNA_primary_transcript	1	-	ID=MI0033424;Alias=MI0033424;Name=hsa-mir-10400
chr8	146017241	146017499	Chesi, A. et al.	chr8	146017316	146017376	miRNA_primary_transcript	1	-	ID=MI0022696;Alias=MI0022696;Name=hsa-mir-6850
chr9	27644	30281	miRBase_v22_upstream_2k5	chr9	30144	30281	miRNA_primary_transcript	1	+	ID=MI0015978;Alias=MI0015978;Name=hsa-mir-1302-9
chr9	4850226	4851429	Chesi, A. et al.	chr9	4850297	4850375	miRNA_primary_transcript	1	+	ID=MI0000739;Alias=MI0000739;Name=hsa-mir-101-2
chr9	6007621	6009065	Chesi, A. et al.	chr9	6007826	6007904	miRNA_primary_transcript	1	+	ID=MI0017295;Alias=MI0017295;Name=hsa-mir-4665
chr9	18573125	18575509	Chesi, A. et al.	chr9	18573304	18573377	miRNA_primary_transcript	1	+	ID=MI0014179;Alias=MI0014179;Name=hsa-mir-3152
chr9	20411034	20412428	Chesi, A. et al.	chr9	20411146	20411236	miRNA_primary_transcript	1	-	ID=MI0016825;Alias=MI0016825;Name=hsa-mir-4473
chr9	20502314	20502447	Chesi, A. et al.	chr9	20502263	20502340	miRNA_primary_transcript	1	-	ID=MI0016826;Alias=MI0016826;Name=hsa-mir-4474
chr9	20715598	20717921	Chesi, A. et al.	chr9	20716104	20716187	miRNA_primary_transcript	1	+	ID=MI0003126;Alias=MI0003126;Name=hsa-mir-491
chr9	21511433	21512298	Chesi, A. et al.	chr9	21512114	21512184	miRNA_primary_transcript	1	-	ID=MI0000089;Alias=MI0000089;Name=hsa-mir-31
chr9	28863602	28865240	Chesi, A. et al.	chr9	28863624	28863704	miRNA_primary_transcript	1	-	ID=MI0005542;Alias=MI0005542;Name=hsa-mir-876
chr9	28888638	28889356	Chesi, A. et al.	chr9	28888877	28888953	miRNA_primary_transcript	1	-	ID=MI0005564;Alias=MI0005564;Name=hsa-mir-873
chr9	33106190	33108763	miRBase_v22_upstream_2k5	chr9	33108690	33108763	miRNA_primary_transcript	1	+	ID=MI0039719;Alias=MI0039719;Name=hsa-mir-12117
chr9	33467641	33467936	Chesi, A. et al.	chr9	33467867	33467933	miRNA_primary_transcript	1	-	ID=MI0022697;Alias=MI0022697;Name=hsa-mir-6851
chr9	35607828	35608444	Chesi, A. et al.	chr9	35608091	35608156	miRNA_primary_transcript	1	+	ID=MI0017297;Alias=MI0017297;Name=hsa-mir-4667
chr9	35710170	35710907	Chesi, A. et al.	chr9	35710673	35710738	miRNA_primary_transcript	1	-	ID=MI0022698;Alias=MI0022698;Name=hsa-mir-6852
chr9	35731387	35733133	Chesi, A. et al.	chr9	35732919	35732992	miRNA_primary_transcript	1	+	ID=MI0022699;Alias=MI0022699;Name=hsa-mir-6853
chr9	36823223	36823787	Chesi, A. et al.	chr9	36823536	36823596	miRNA_primary_transcript	1	-	ID=MI0016827;Alias=MI0016827;Name=hsa-mir-4475
chr9	36863883	36864453	Chesi, A. et al.	chr9	36864251	36864305	miRNA_primary_transcript	1	-	ID=MI0016911;Alias=MI0016911;Name=hsa-mir-4540
chr9	36893392	36894053	Chesi, A. et al.	chr9	36893459	36893528	miRNA_primary_transcript	1	-	ID=MI0016828;Alias=MI0016828;Name=hsa-mir-4476
chr9	69001675	69003067	Chesi, A. et al.	chr9	69002239	69002321	miRNA_primary_transcript	1	-	ID=MI0006359;Alias=MI0006359;Name=hsa-mir-1299
chr9	68410554	68413135	miRGen_v3_TSS_2k5	chr9	68415308	68415388	miRNA_primary_transcript	1	+	ID=MI0016830_2;Alias=MI0016830;Name=hsa-mir-4477b
chr9	68412808	68415388	miRBase_v22_upstream_2k5	chr9	68415308	68415388	miRNA_primary_transcript	1	-	ID=MI0016829_2;Alias=MI0016829;Name=hsa-mir-4477a
chr9	73424877	73425010	Chesi, A. et al.	chr9	73424891	73425000	miRNA_primary_transcript	1	-	ID=MI0000284;Alias=MI0000284;Name=hsa-mir-204
chr9	86582356	86585135	Chesi, A. et al.	chr9	86584663	86584772	miRNA_primary_transcript	1	-	ID=MI0000263;Alias=MI0000263;Name=hsa-mir-7-1
chr9	91360751	91361795	Chesi, A. et al.	chr9	91360751	91360820	miRNA_primary_transcript	1	-	ID=MI0015898;Alias=MI0015898;Name=hsa-mir-4289
chr9	91927125	91929671	Chesi, A. et al.	chr9	91927140	91927221	miRNA_primary_transcript	1	+	ID=MI0014180;Alias=MI0014180;Name=hsa-mir-3153
chr9	92785380	92786334	Chesi, A. et al.	chr9	92785723	92785817	miRNA_primary_transcript	1	-	ID=MI0015899;Alias=MI0015899;Name=hsa-mir-4290
