seID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	GSM733739.rep1.K27ac.Q20.noDup.sort.bam	GSM733697.rep1.Input.Q20.noDup.sort.bam	enhancerRank	isSuper
5_K27ac.rep1_peak_45320_lociStitched	chr3	105716251	105749974	5	8790	33979.2948	4539.1158	750	1
10_K27ac.rep1_peak_70320_lociStitched	chr9	117769177	117826386	10	11104	37088.5947	7654.5642	751	1
7_K27ac.rep1_peak_59475_lociStitched	chr6	132258991	132276924	7	9839	32742.0714	3308.6385	752	1
6_K27ac.rep1_peak_20728_lociStitched	chr14	68989291	69016121	6	7764	33609.941	4190.846	753	1
19_K27ac.rep1_peak_58894_lociStitched	chr6	112031356	112103007	19	17753	37881.8837	8504.9737	754	1
4_K27ac.rep1_peak_1723_lociStitched	chr1	45269595	45286199	4	6711	30232.5632	916.5408	755	1
12_K27ac.rep1_peak_31496_lociStitched	chr19	13229801	13283805	12	16926	31549.1368	2289.7696	756	1
10_K27ac.rep1_peak_27704_lociStitched	chr17	38439456	38481051	10	15362	32872.5285	3618.765	757	1
4_K27ac.rep1_peak_16916_lociStitched	chr12	110384356	110402474	4	10212	31615.91	2422.3766	758	1
6_K27ac.rep1_peak_38127_lociStitched	chr2	207986590	208030751	6	11070	35218.3975	6050.057	759	1
2_K27ac.rep1_peak_66745_lociStitched	chr8	99370038	99381117	2	9367	30565.8531	1405.9251	760	1
3_K27ac.rep1_peak_38714_lociStitched	chr2	225954513	225970242	3	7909	31500.4683	2348.3397	761	1
8_K27ac.rep1_peak_60742_lociStitched	chr6	169545362	169574566	8	12477	31011.7276	1874.8968	762	1
7_K27ac.rep1_peak_55416_lociStitched	chr5	150142661	150171368	7	11738	32568.0915	3485.0298	763	1
3_K27ac.rep1_peak_63009_lociStitched	chr7	93925200	93943853	3	8581	31575.7984	2495.7714	764	1
5_K27ac.rep1_peak_4221_lociStitched	chr1	157971301	157991285	5	11399	31490.7872	2454.0352	765	1
4_K27ac.rep1_peak_5403_lociStitched	chr1	203524302	203541338	4	7427	30739.7584	1734.2648	766	1
5_K27ac.rep1_peak_45270_lociStitched	chr3	105072382	105089394	5	11889	31116.6492	2128.2012	767	1
3_K27ac.rep1_peak_48395_lociStitched	chr4	15688669	15697745	3	7498	30512.6044	1541.1048	768	1
8_K27ac.rep1_peak_46881_lociStitched	chr3	158418877	158445682	8	11677	32769.1125	3806.31	769	1
6_K27ac.rep1_peak_66980_lociStitched	chr8	107868952	107904191	6	11209	33413.6198	4503.5442	770	1
8_K27ac.rep1_peak_31618_lociStitched	chr19	16174542	16206261	8	11257	30481.959	1579.6062	771	1
7_K27ac.rep1_peak_30054_lociStitched	chr18	26727979	26746471	7	9059	31051.7664	2158.0164	772	1
11_K27ac.rep1_peak_20903_lociStitched	chr14	71933703	71966137	11	13924	32813.4778	3924.514	773	1
4_K27ac.rep1_peak_65028_lociStitched	chr8	22507652	22543649	4	10493	32789.6673	3902.0748	774	1
5_K27ac.rep1_peak_15802_lociStitched	chr12	68652464	68672973	5	8150	31922.2585	3131.7243	775	1
4_K27ac.rep1_peak_63470_lociStitched	chr7	112614093	112637569	4	7624	31091.6144	2312.386	776	1
4_K27ac.rep1_peak_59184_lociStitched	chr6	121756643	121774780	4	10327	30869.174	2098.4509	777	1
8_K27ac.rep1_peak_36569_lociStitched	chr2	151369742	151395965	8	10598	32225.4447	3521.7489	778	1
11_K27ac.rep1_peak_68588_lociStitched	chr9	21672762	21691198	11	12554	31868.4696	3193.1152	779	1
3_K27ac.rep1_peak_13538_lociStitched	chr11	126859905	126867366	3	6167	29694.78	1024.3953	780	1
12_K27ac.rep1_peak_60174_lociStitched	chr6	150151831	150184753	12	13424	31977.1386	3358.044	781	1
4_K27ac.rep1_peak_68123_lociStitched	chr9	2801955	2819654	4	8162	31484.7511	2881.3972	782	1
4_K27ac.rep1_peak_1995_lociStitched	chr1	56181004	56192696	4	8015	30333.7248	1744.4464	783	1
5_K27ac.rep1_peak_14935_lociStitched	chr12	47473787	47497733	5	13709	31601.5362	3014.8014	784	1
14_K27ac.rep1_peak_70868_lociStitched	chr9	132222784	132272416	14	13188	30345.0048	1786.752	785	1
9_K27ac.rep1_peak_67013_lociStitched	chr8	108506834	108546054	9	13057	33556.632	5059.38	786	1
5_K27ac.rep1_peak_60411_lociStitched	chr6	157449973	157473755	5	9790	31185.3366	2720.6608	787	1
3_K27ac.rep1_peak_36204_lociStitched	chr2	128262138	128276590	3	8379	30155.5432	1706.7812	788	1
3_K27ac.rep1_peak_37632_lociStitched	chr2	192110930	192131851	3	8408	31894.0645	3487.5307	789	1
2_K27ac.rep1_peak_21429_lociStitched	chr14	93110221	93117131	2	6386	29139.47	739.37	790	1
5_K27ac.rep1_peak_24141_lociStitched	chr15	91094757	91114308	5	7683	31121.2818	2721.4992	791	1
1_K27ac.rep1_peak_63257_lociStitched	chr7	102511887	102516993	1	5107	29556.5916	1172.3376	792	1
3_K27ac.rep1_peak_21592_lociStitched	chr14	100479355	100499573	3	6983	30747.5344	2369.5496	793	1
2_K27ac.rep1_peak_50786_lociStitched	chr4	146653841	146658424	2	4411	29009.0151	646.6613	794	1
12_K27ac.rep1_peak_9728_lociStitched	chr10	111643644	111675316	12	12269	31988.72	3654.9488	795	1
5_K27ac.rep1_peak_34395_lociStitched	chr2	46290352	46311021	5	9371	31745.5171	3484.7934	796	1
7_K27ac.rep1_peak_54642_lociStitched	chr5	131749902	131776172	7	9925	31224.522	3042.066	797	1
2_K27ac.rep1_peak_61226_lociStitched	chr7	17407215	17412742	2	5083	28842.0968	682.0318	798	1
4_K27ac.rep1_peak_6387_lociStitched	chr1	234784418	234795805	4	5974	29737.1505	1578.2382	799	1
6_K27ac.rep1_peak_68377_lociStitched	chr9	16119214	16143692	6	9931	31752.8616	3669.2522	800	1
4_K27ac.rep1_peak_67785_lociStitched	chr8	131232157	131250840	4	8300	30709.2471	2656.7226	801	1
3_K27ac.rep1_peak_53051_lociStitched	chr5	64327186	64338514	3	9414	30042.9888	1992.5952	802	1
2_K27ac.rep1_peak_62042_lociStitched	chr7	44672484	44680559	2	5672	29282.3725	1238.705	803	1
9_K27ac.rep1_peak_5605_lociStitched	chr1	209996328	210024718	9	11485	32515.067	4485.62	804	1
2_K27ac.rep1_peak_44243_lociStitched	chr3	52702839	52716918	2	5199	29779.9008	1764.0987	805	1
2_K27ac.rep1_peak_15597_lociStitched	chr12	64307811	64325648	2	6752	30335.3859	2325.9448	806	1
9_K27ac.rep1_peak_9154_lociStitched	chr10	91102068	91134842	9	8888	30705.9606	2733.3516	807	1
3_K27ac.rep1_peak_16832_lociStitched	chr12	108696544	108702800	3	5855	28847.0416	881.4704	808	1
6_K27ac.rep1_peak_28762_lociStitched	chr17	64488713	64520562	6	9097	31100.5485	3140.3114	809	1
6_K27ac.rep1_peak_48859_lociStitched	chr4	41143274	41163726	6	12794	30794.5764	2836.6924	810	1
5_K27ac.rep1_peak_53089_lociStitched	chr5	64769744	64779673	5	6703	29951.8214	1995.729	811	1
2_K27ac.rep1_peak_10986_lociStitched	chr11	26966704	26976161	2	7183	29664.7176	1711.717	812	1
2_K27ac.rep1_peak_55270_lociStitched	chr5	148288439	148294618	2	6047	28902.8904	1070.8207	813	1
9_K27ac.rep1_peak_55980_lociStitched	chr5	172737678	172762510	9	12597	30232.96	2431.0528	814	1
9_K27ac.rep1_peak_65104_lociStitched	chr8	23364366	23405880	9	14151	31401.1896	3615.8694	815	1
11_K27ac.rep1_peak_54370_lociStitched	chr5	119935041	119960660	11	12580	31770.1219	4027.3068	816	1
16_K27ac.rep1_peak_38305_lociStitched	chr2	216459364	216503145	16	14758	32559.9297	4850.9348	817	1
16_K27ac.rep1_peak_72773_lociStitched	chrX	135245147	135298413	16	18156	32300.5024	4612.8356	818	1
10_K27ac.rep1_peak_3881_lociStitched	chr1	150533443	150549999	10	9684	29375.3108	1698.6456	819	1
4_K27ac.rep1_peak_51670_lociStitched	chr4	186225734	186245954	4	7689	30152.064	2505.258	820	1
5_K27ac.rep1_peak_33604_lociStitched	chr2	28016178	28033669	5	9188	29523.0589	1918.7627	821	1
7_K27ac.rep1_peak_68861_lociStitched	chr9	35923223	35960926	7	10823	31598.8843	4000.2883	822	1
3_K27ac.rep1_peak_41269_lociStitched	chr21	33864615	33872664	3	6247	28428.2631	863.6577	823	1
19_K27ac.rep1_peak_23604_lociStitched	chr15	74670667	74735635	19	22914	31334.0664	3774.6408	824	1
8_K27ac.rep1_peak_55559_lociStitched	chr5	156961775	156999170	8	13831	31909.1535	4356.5175	825	1
6_K27ac.rep1_peak_49732_lociStitched	chr4	89519894	89552764	6	10413	31890.474	4338.84	826	1
4_K27ac.rep1_peak_15994_lociStitched	chr12	76411745	76424489	4	8815	29734.3008	2207.2608	827	1
8_K27ac.rep1_peak_17194_lociStitched	chr12	120661522	120701094	8	14566	30383.3816	2857.0984	828	1
9_K27ac.rep1_peak_36422_lociStitched	chr2	145209720	145239203	9	14345	32549.232	5035.6964	829	1
5_K27ac.rep1_peak_35870_lociStitched	chr2	109780447	109803295	5	7009	30045.12	2558.976	830	1
5_K27ac.rep1_peak_64296_lociStitched	chr7	147188806	147216801	5	7458	30013.4395	2533.5475	831	1
8_K27ac.rep1_peak_59282_lociStitched	chr6	126101455	126140274	8	12267	32390.5736	4914.4854	832	1
13_K27ac.rep1_peak_40588_lociStitched	chr20	48919009	48963175	13	13253	30902.9502	3427.2816	833	1
5_K27ac.rep1_peak_36000_lociStitched	chr2	113550618	113572438	5	7243	29542.098	2072.9	834	1
15_K27ac.rep1_peak_28037_lociStitched	chr17	43343534	43399196	15	14554	32200.467	4742.4024	835	1
4_K27ac.rep1_peak_26410_lociStitched	chr16	88331979	88345135	4	5683	28516.9456	1074.8452	836	1
2_K27ac.rep1_peak_50718_lociStitched	chr4	143010195	143018212	2	5559	28897.2765	1528.8419	837	1
12_K27ac.rep1_peak_16785_lociStitched	chr12	106472224	106530579	12	13395	33233.1725	5882.184	838	1
2_K27ac.rep1_peak_50730_lociStitched	chr4	143323043	143338523	2	8182	29110.14	1798.776	839	1
15_K27ac.rep1_peak_9357_lociStitched	chr10	96974683	97047763	15	15476	34274.52	6993.756	840	1
4_K27ac.rep1_peak_68306_lociStitched	chr9	13704488	13722501	4	8976	29771.8864	2509.2109	841	1
7_K27ac.rep1_peak_43150_lociStitched	chr3	11494345	11521133	7	10652	29860.5836	2646.6544	842	1
7_K27ac.rep1_peak_42765_lociStitched	chr22	43365558	43404195	7	15385	31010.0562	3801.8808	843	1
1_K27ac.rep1_peak_40709_lociStitched	chr20	52389630	52392551	1	2922	27721.1663	514.6802	844	1
12_K27ac.rep1_peak_68374_lociStitched	chr9	15999288	16070337	12	16647	34167.4641	6969.9069	845	1
11_K27ac.rep1_peak_56461_lociStitched	chr6	7130201	7176255	11	14454	31915.422	4734.3512	846	1
9_K27ac.rep1_peak_40769_lociStitched	chr20	54989905	55016026	9	11500	30488.4312	3312.1428	847	1
K27ac.rep1_peak_13356	chr11	122032042	122042359	1	10318	28986.6432	1872.5355	848	1
5_K27ac.rep1_peak_61984_lociStitched	chr7	43607451	43632661	5	11815	30602.419	3494.106	849	1
7_K27ac.rep1_peak_23502_lociStitched	chr15	72509041	72530853	7	9954	29313.1468	2207.3744	850	1
8_K27ac.rep1_peak_63513_lociStitched	chr7	115850201	115873704	8	11777	30944.0498	3913.2495	851	1
7_K27ac.rep1_peak_21131_lociStitched	chr14	76326938	76353245	7	11219	30171.4983	3156.84	852	1
14_K27ac.rep1_peak_14812_lociStitched	chr12	43665787	43710286	14	13868	32573.268	5562.375	853	1
7_K27ac.rep1_peak_3518_lociStitched	chr1	115707578	115734121	7	11860	30057.2932	3089.6052	854	1
9_K27ac.rep1_peak_63543_lociStitched	chr7	116150988	116188333	9	14875	31739.5155	4772.691	855	1
6_K27ac.rep1_peak_2354_lociStitched	chr1	67006188	67037649	6	7104	32219.2101	5253.987	856	1
5_K27ac.rep1_peak_49711_lociStitched	chr4	88924242	88950271	5	9590	29605.3846	2649.7522	857	1
4_K27ac.rep1_peak_50147_lociStitched	chr4	114388139	114398387	4	8852	28699.524	1802.6232	858	1
4_K27ac.rep1_peak_43854_lociStitched	chr3	41722343	41730852	4	6307	28298.3813	1422.7048	859	1
4_K27ac.rep1_peak_69473_lociStitched	chr9	91073358	91094588	4	6871	29352.598	2477.541	860	1
1_K27ac.rep1_peak_58815_lociStitched	chr6	109265176	109270043	1	4868	28118.6058	1259.5796	861	1
7_K27ac.rep1_peak_69839_lociStitched	chr9	101781186	101822324	7	10596	31001.5968	4142.5966	862	1
2_K27ac.rep1_peak_66634_lociStitched	chr8	97346707	97353131	2	4443	27514.6344	693.1496	863	1
2_K27ac.rep1_peak_38150_lociStitched	chr2	208367598	208381523	2	8227	28771.835	1950.8925	864	1
7_K27ac.rep1_peak_33829_lociStitched	chr2	33495460	33524230	7	11819	30035.88	3248.133	865	1
4_K27ac.rep1_peak_51916_lociStitched	chr5	9046187	9064104	4	7982	29306.8369	2544.214	866	1
9_K27ac.rep1_peak_1287_lociStitched	chr1	33792733	33814874	9	14510	29753.0758	2991.2491	867	1
10_K27ac.rep1_peak_46911_lociStitched	chr3	159479623	159523163	10	13018	31975.776	5220.446	868	1
7_K27ac.rep1_peak_21835_lociStitched	chr15	26007069	26050794	7	11684	29601.825	2846.4975	869	1
6_K27ac.rep1_peak_26011_lociStitched	chr16	75264357	75290753	6	14070	27340.9768	585.9912	870	1
6_K27ac.rep1_peak_55461_lociStitched	chr5	151113000	151125757	6	6775	28454.4885	1733.6763	871	1
17_K27ac.rep1_peak_30350_lociStitched	chr18	46333312	46400133	17	15120	31907.0275	5232.0843	872	1
10_K27ac.rep1_peak_26236_lociStitched	chr16	84860054	84888854	10	9914	28422.72	1756.8	873	1
8_K27ac.rep1_peak_5130_lociStitched	chr1	198057569	198096011	8	13319	31745.4036	5112.786	874	1
8_K27ac.rep1_peak_50888_lociStitched	chr4	151145356	151166541	8	8996	29826.3615	3196.8165	875	1
7_K27ac.rep1_peak_60478_lociStitched	chr6	158564025	158608016	7	11385	30666.1261	4042.7729	876	1
K27ac.rep1_peak_13354	chr11	122023878	122031256	1	7379	27806.9442	1218.8456	877	1
2_K27ac.rep1_peak_6854_lociStitched	chr10	3509143	3515188	2	3770	27676.428	1090.518	878	1
10_K27ac.rep1_peak_17610_lociStitched	chr13	21607325	21655061	10	14087	30861.324	4277.1456	879	1
5_K27ac.rep1_peak_58604_lociStitched	chr6	90832057	90848479	5	6626	28892.8668	2325.3552	880	1
1_K27ac.rep1_peak_5630_lociStitched	chr1	210610676	210614876	1	4201	27556.2	989.94	881	1
6_K27ac.rep1_peak_64600_lociStitched	chr8	8928190	8947256	6	7134	28722.929	2163.991	882	1
8_K27ac.rep1_peak_46796_lociStitched	chr3	156783995	156807626	8	10953	29741.9766	3232.7208	883	1
9_K27ac.rep1_peak_35880_lociStitched	chr2	109934073	109968126	9	10395	30937.1505	4430.2953	884	1
4_K27ac.rep1_peak_11663_lociStitched	chr11	61133018	61147784	4	7381	27640.4754	1142.8884	885	1
11_K27ac.rep1_peak_70016_lociStitched	chr9	111368334	111403190	11	11320	30519.9136	4053.7528	886	1
6_K27ac.rep1_peak_54300_lociStitched	chr5	114785799	114798417	6	7219	28838.439	2379.7548	887	1
7_K27ac.rep1_peak_14320_lociStitched	chr12	19372982	19397955	7	12130	30194.8543	3748.4473	888	1
5_K27ac.rep1_peak_14091_lociStitched	chr12	11849998	11885224	5	10050	30657.1878	4234.1652	889	1
5_K27ac.rep1_peak_16087_lociStitched	chr12	79796687	79819561	5	11078	30138.7824	3765.0604	890	1
2_K27ac.rep1_peak_20106_lociStitched	chr14	51861146	51866318	2	4866	27566.2428	1214.3856	891	1
12_K27ac.rep1_peak_8914_lociStitched	chr10	80896009	80923010	12	17419	27881.2326	1539.057	892	1
6_K27ac.rep1_peak_17805_lociStitched	chr13	30082552	30098648	6	7176	28055.328	1748.0256	893	1
6_K27ac.rep1_peak_46756_lociStitched	chr3	156252396	156272982	6	9241	29374.1634	3073.4898	894	1
7_K27ac.rep1_peak_9145_lociStitched	chr10	91020310	91056460	7	11773	29545.395	3267.96	895	1
7_K27ac.rep1_peak_50306_lociStitched	chr4	120646940	120672885	7	11662	29328.228	3056.321	896	1
1_K27ac.rep1_peak_41137_lociStitched	chr21	29908639	29914445	1	5807	27108.7946	846.5148	897	1
5_K27ac.rep1_peak_26629_lociStitched	chr17	2294733	2311282	5	12263	27289.301	1029.3478	898	1
5_K27ac.rep1_peak_56342_lociStitched	chr6	3796774	3810089	5	8748	27755.1175	1509.921	899	1
3_K27ac.rep1_peak_35014_lociStitched	chr2	67483573	67496000	3	4355	27831.5092	1603.083	900	1
6_K27ac.rep1_peak_58505_lociStitched	chr6	86111940	86132608	6	10721	29143.9468	2916.2548	901	1
4_K27ac.rep1_peak_18169_lociStitched	chr13	38274174	38291885	4	7021	28776.8328	2569.8661	902	1
7_K27ac.rep1_peak_26359_lociStitched	chr16	87469129	87505469	7	7079	28952.078	2834.52	903	1
2_K27ac.rep1_peak_61862_lociStitched	chr7	40336870	40347239	2	7910	27344.0899	1233.911	904	1
5_K27ac.rep1_peak_35640_lociStitched	chr2	101347933	101369970	5	6073	28795.7479	2706.1436	905	1
10_K27ac.rep1_peak_1835_lociStitched	chr1	52102470	52138032	10	11404	31095.4128	5021.3544	906	1
8_K27ac.rep1_peak_13971_lociStitched	chr12	6640821	6663367	8	13197	27163.4208	1104.754	907	1
7_K27ac.rep1_peak_23965_lociStitched	chr15	86150081	86169142	7	9590	29334.879	3288.0225	908	1
5_K27ac.rep1_peak_54632_lociStitched	chr5	131586749	131605468	5	8928	27196.8351	1153.0904	909	1
4_K27ac.rep1_peak_53376_lociStitched	chr5	73925494	73939785	4	10241	27926.0431	1900.703	910	1
9_K27ac.rep1_peak_59936_lociStitched	chr6	143239444	143269576	9	12549	29899.9836	3923.1864	911	1
10_K27ac.rep1_peak_42480_lociStitched	chr22	36819720	36868939	10	12393	28586.3952	2667.6698	912	1
9_K27ac.rep1_peak_24099_lociStitched	chr15	90360507	90392776	9	11046	29206.6719	3323.707	913	1
7_K27ac.rep1_peak_37197_lociStitched	chr2	175636499	175673201	7	10635	30058.938	4180.3578	914	1
1_K27ac.rep1_peak_60064_lociStitched	chr6	147233966	147237504	1	3539	26640.0786	768.4536	915	1
7_K27ac.rep1_peak_24189_lociStitched	chr15	93344106	93376150	7	10675	27919.9372	2066.838	916	1
14_K27ac.rep1_peak_20208_lociStitched	chr14	53329232	53394608	14	13198	33126.0192	7282.8864	917	1
7_K27ac.rep1_peak_58934_lociStitched	chr6	112356572	112366798	7	7984	27793.2454	1957.2564	918	1
10_K27ac.rep1_peak_3426_lociStitched	chr1	113064782	113089430	10	13492	28717.3848	2898.6048	919	1
4_K27ac.rep1_peak_64782_lociStitched	chr8	16264539	16281474	4	7006	27675.177	1864.5435	920	1
12_K27ac.rep1_peak_47892_lociStitched	chr3	194907983	194945242	12	14292	28298.2105	2518.7084	921	1
6_K27ac.rep1_peak_47617_lociStitched	chr3	187925364	187963519	6	10455	31157.373	5379.855	922	1
7_K27ac.rep1_peak_33712_lociStitched	chr2	29330676	29362869	7	11006	28931.8491	3190.3263	923	1
6_K27ac.rep1_peak_66318_lociStitched	chr8	77584630	77613215	6	13196	29719.8245	4004.7585	924	1
11_K27ac.rep1_peak_57828_lociStitched	chr6	45387171	45417315	11	13891	29309.0112	3611.2512	925	1
2_K27ac.rep1_peak_57606_lociStitched	chr6	39848897	39856732	2	6694	26363.208	677.7275	926	1
2_K27ac.rep1_peak_30152_lociStitched	chr18	33732052	33739261	2	5893	26938.5912	1255.8078	927	1
10_K27ac.rep1_peak_37641_lociStitched	chr2	192215336	192276118	10	13789	32883.062	7220.9016	928	1
2_K27ac.rep1_peak_27245_lociStitched	chr17	20202239	20212274	2	4077	26515.4805	870.0345	929	1
6_K27ac.rep1_peak_23815_lociStitched	chr15	81218189	81248854	6	8646	29147.0825	3511.1425	930	1
4_K27ac.rep1_peak_6537_lociStitched	chr1	240395194	240423230	4	12525	28907.9196	3297.0336	931	1
9_K27ac.rep1_peak_31253_lociStitched	chr19	6056604	6104310	9	11648	29673.132	4083.6336	932	1
6_K27ac.rep1_peak_66898_lociStitched	chr8	103800424	103823542	6	9940	27027.2538	1447.1868	933	1
8_K27ac.rep1_peak_54000_lociStitched	chr5	98090816	98132107	8	11735	30456.2416	4888.8544	934	1
11_K27ac.rep1_peak_47149_lociStitched	chr3	171799203	171825242	11	12807	29632.382	4150.6166	935	1
9_K27ac.rep1_peak_66473_lociStitched	chr8	90793513	90850304	9	12754	30871.5876	5400.8241	936	1
1_K27ac.rep1_peak_7478_lociStitched	chr10	26773924	26777832	1	3909	26169.922	704.6124	937	1
1_K27ac.rep1_peak_65871_lociStitched	chr8	50966900	50971062	1	4163	26122.793	667.1686	938	1
2_K27ac.rep1_peak_39772_lociStitched	chr20	19792588	19807490	2	6461	27097.7968	1655.6122	939	1
8_K27ac.rep1_peak_4388_lociStitched	chr1	162942161	162968488	8	11927	28838.5958	3411.9792	940	1
11_K27ac.rep1_peak_36924_lociStitched	chr2	162926885	162950572	11	12880	28680.2196	3261.6999	941	1
3_K27ac.rep1_peak_56582_lociStitched	chr6	11607451	11617047	3	6226	26758.446	1366.4704	942	1
16_K27ac.rep1_peak_15442_lociStitched	chr12	57512818	57571200	16	18888	28899.09	3514.5964	943	1
8_K27ac.rep1_peak_7731_lociStitched	chr10	33218431	33253045	8	10305	29563.8174	4195.2168	944	1
3_K27ac.rep1_peak_51400_lociStitched	chr4	176332672	176344026	3	7282	26990.7288	1641.7884	945	1
5_K27ac.rep1_peak_1187_lociStitched	chr1	32155122	32181316	5	10751	27228.663	1885.968	946	1
10_K27ac.rep1_peak_60593_lociStitched	chr6	161431655	161469723	10	8863	30138.4356	4796.568	947	1
5_K27ac.rep1_peak_18424_lociStitched	chr13	45477359	45508993	5	9095	28771.123	3435.4524	948	1
7_K27ac.rep1_peak_59043_lociStitched	chr6	113951054	113976284	7	7757	28519.992	3242.055	949	1
2_K27ac.rep1_peak_29869_lociStitched	chr18	20045732	20052542	2	6710	26356.743	1086.876	950	1
10_K27ac.rep1_peak_38357_lociStitched	chr2	216733546	216769375	10	9932	30096.36	4833.3321	951	1
5_K27ac.rep1_peak_4383_lociStitched	chr1	162868686	162887366	5	9634	27988.244	2740.356	952	1
7_K27ac.rep1_peak_53262_lociStitched	chr5	71736807	71768978	7	9702	28895.9922	3651.4085	953	1
6_K27ac.rep1_peak_12975_lociStitched	chr11	108740071	108783989	6	11809	31432.1126	6188.0462	954	1
7_K27ac.rep1_peak_11050_lociStitched	chr11	27923921	27959749	7	8818	30124.1824	4894.1048	955	1
8_K27ac.rep1_peak_35615_lociStitched	chr2	100475463	100499567	8	10475	28170.3448	2952.74	956	1
10_K27ac.rep1_peak_47846_lociStitched	chr3	194194871	194227367	10	14186	28823.952	3675.2976	957	1
1_K27ac.rep1_peak_43242_lociStitched	chr3	14184051	14187297	1	3247	25930.671	810.5262	958	1
7_K27ac.rep1_peak_15960_lociStitched	chr12	76028962	76060860	7	11707	29394.007	4303.0402	959	1
9_K27ac.rep1_peak_56347_lociStitched	chr6	3823703	3845018	9	9793	28351.0815	3273.984	960	1
3_K27ac.rep1_peak_57942_lociStitched	chr6	52898069	52914344	3	7867	27558.4575	2522.625	961	1
7_K27ac.rep1_peak_51786_lociStitched	chr4	189308443	189333109	7	10513	27068.4684	2034.945	962	1
11_K27ac.rep1_peak_49016_lociStitched	chr4	54765815	54810544	11	13517	29431.682	4423.6981	963	1
3_K27ac.rep1_peak_28145_lociStitched	chr17	46549576	46564799	3	6797	26743.7664	1785.6579	964	1
5_K27ac.rep1_peak_5470_lociStitched	chr1	205253318	205271828	5	8723	26263.839	1316.061	965	1
9_K27ac.rep1_peak_8902_lociStitched	chr10	80830658	80874989	9	12627	27928.53	3045.5397	966	1
4_K27ac.rep1_peak_5998_lociStitched	chr1	221609189	221632554	4	7457	28304.361	3422.9725	967	1
3_K27ac.rep1_peak_42565_lociStitched	chr22	38613737	38637678	3	7396	26043.0198	1163.5326	968	1
6_K27ac.rep1_peak_52163_lociStitched	chr5	17178054	17192419	6	9229	26756.249	1883.2515	969	1
4_K27ac.rep1_peak_6180_lociStitched	chr1	225836552	225846628	4	9421	25963.8368	1096.2688	970	1
11_K27ac.rep1_peak_63762_lociStitched	chr7	129469949	129523199	11	13057	30581.475	5724.375	971	1
4_K27ac.rep1_peak_6187_lociStitched	chr1	225878485	225889682	4	5399	26377.8926	1522.792	972	1
12_K27ac.rep1_peak_7221_lociStitched	chr10	15232650	15290278	12	12232	29061.8004	4206.844	973	1
9_K27ac.rep1_peak_55023_lociStitched	chr5	140886703	140909155	9	12305	27301.632	2480.946	974	1
4_K27ac.rep1_peak_16255_lociStitched	chr12	89549566	89561125	4	7246	26919.7551	2100.2703	975	1
5_K27ac.rep1_peak_40257_lociStitched	chr20	39936304	39959131	5	8054	27070.5393	2259.873	976	1
4_K27ac.rep1_peak_70397_lociStitched	chr9	118700586	118715716	4	8012	26822.464	2021.368	977	1
10_K27ac.rep1_peak_48861_lociStitched	chr4	41177524	41214904	10	12329	29634.864	4863.138	978	1
9_K27ac.rep1_peak_63394_lociStitched	chr7	107574628	107612989	9	10373	29940.7605	5182.5711	979	1
7_K27ac.rep1_peak_8548_lociStitched	chr10	72591154	72610418	7	7481	27100.5952	2348.2816	980	1
4_K27ac.rep1_peak_18162_lociStitched	chr13	38214831	38233109	4	6778	27289.054	2562.5756	981	1
5_K27ac.rep1_peak_47468_lociStitched	chr3	183877828	183896415	5	12197	26371.2356	1654.243	982	1
10_K27ac.rep1_peak_2098_lociStitched	chr1	59588557	59639636	10	13776	31336.9665	6624.9463	983	1
8_K27ac.rep1_peak_67882_lociStitched	chr8	134136675	134178613	8	11189	29117.5534	4424.459	984	1
5_K27ac.rep1_peak_64474_lociStitched	chr7	158594836	158614867	5	8805	26949.7074	2271.5154	985	1
8_K27ac.rep1_peak_26957_lociStitched	chr17	13241354	13269482	8	8428	28409.28	3746.6496	986	1
12_K27ac.rep1_peak_10552_lociStitched	chr11	9823284	9882692	12	13304	31272.3712	6647.7552	987	1
3_K27ac.rep1_peak_13174_lociStitched	chr11	116851765	116861327	3	7367	25882.4216	1266.0088	988	1
2_K27ac.rep1_peak_37704_lociStitched	chr2	196384701	196400007	2	5645	25984.9962	1385.193	989	1
6_K27ac.rep1_peak_53714_lociStitched	chr5	88064549	88089074	6	7738	27688.725	3097.5075	990	1
2_K27ac.rep1_peak_2431_lociStitched	chr1	68251957	68260628	2	4978	25837.8458	1261.6305	991	1
3_K27ac.rep1_peak_33256_lociStitched	chr2	12841604	12863380	3	10701	26814.9664	2242.928	992	1
10_K27ac.rep1_peak_62190_lociStitched	chr7	47639744	47692382	10	12398	28340.2992	3768.8808	993	1
9_K27ac.rep1_peak_68326_lociStitched	chr9	14238013	14283866	9	13248	30423.4655	5869.184	994	1
8_K27ac.rep1_peak_45396_lociStitched	chr3	106917257	106955289	8	9682	29216.1824	4662.7232	995	1
10_K27ac.rep1_peak_64650_lociStitched	chr8	11698429	11755555	10	13592	27603.2832	3050.5284	996	1
4_K27ac.rep1_peak_60429_lociStitched	chr6	158177869	158192720	4	6873	26457.0565	1908.3535	997	1
5_K27ac.rep1_peak_25844_lociStitched	chr16	69940883	69962318	5	8577	26605.122	2062.047	998	1
10_K27ac.rep1_peak_38608_lociStitched	chr2	223905490	223942084	10	12445	29202.012	4684.032	999	1
5_K27ac.rep1_peak_59462_lociStitched	chr6	132074608	132087250	5	6923	26305.4736	1790.1072	1000	1
